3
0.00000000	1.00000000	0.62621317	0.89316275
0.00500000	1.00000000	0.62621317	0.89316275
0.01000000	1.00000000	0.62621317	0.89316275
0.01500000	1.00000000	0.62621317	0.89316275
0.02000000	1.00000000	0.62621317	0.89316275
0.02500000	1.00000000	0.62621317	0.89316275
0.03000000	1.00000000	0.62621317	0.89316275
0.03500000	1.00000000	0.62621317	0.89316275
0.04000000	1.00000000	0.62621317	0.89316275
0.04500000	1.00000000	0.62621317	0.89316275
0.05000000	1.00000000	0.62621317	0.89316275
0.05500000	1.00000000	0.62621317	0.89316275
0.06000000	1.00000000	0.62621317	0.89316275
0.06500000	1.00000000	0.62621317	0.89316275
0.07000000	1.00000000	0.62621317	0.89316275
0.07500000	1.00000000	0.62621317	0.89316275
0.08000000	1.00000000	0.62621317	0.89316275
0.08500000	1.00000000	0.62621317	0.89316275
0.09000000	1.00000000	0.62621317	0.89316275
0.09500000	1.00000000	0.62621317	0.89316275
0.10000000	1.00000000	0.62621317	0.89316275
0.10500000	1.00000000	0.62621317	0.89316275
0.11000000	1.00000000	0.62621317	0.89316275
0.11500000	1.00000000	0.62621317	0.89316275
0.12000000	1.00000000	0.62621317	0.89316275
0.12500000	1.00000000	0.62621317	0.89316275
0.13000000	1.00000000	0.62621317	0.89316275
0.13500000	1.00000000	0.62621317	0.89316275
0.14000000	1.00000000	0.62621317	0.89316275
0.14500000	1.00000000	0.62621317	0.89316275
0.15000000	1.00000000	0.62621317	0.89316275
0.15500000	1.00000000	0.62621317	0.89316275
0.16000000	1.00000000	0.62621317	0.89316275
0.16500000	1.00000000	0.62621317	0.89316275
0.17000000	1.00000000	0.62621317	0.89316275
0.17500000	1.00000000	0.62621317	0.89316275
0.18000000	1.00000000	0.62621317	0.89316275
0.18500000	1.00000000	0.62621317	0.89316275
0.19000000	1.00000000	0.62621317	0.89316275
0.19500000	1.00000000	0.62621317	0.89316275
0.20000000	1.00000000	0.62621317	0.89316275
0.20500000	1.00000000	0.62621317	0.89316275
0.21000000	1.00000000	0.62621317	0.89316275
0.21500000	1.00000000	0.62621317	0.89316275
0.22000000	1.00000000	0.62621317	0.89316275
0.22500000	1.00000000	0.62621317	0.89316275
0.23000000	1.00000000	0.62621317	0.89316275
0.23500000	1.00000000	0.62621317	0.89316275
0.24000000	1.00000000	0.62621317	0.89316275
0.24500000	1.00000000	0.62621317	0.89316275
0.25000000	1.00000000	0.62621317	0.89316275
0.25500000	1.00000000	0.62621317	0.89316275
0.26000000	1.00000000	0.62621317	0.89316275
0.26500000	1.00000000	0.62621317	0.89316275
0.27000000	1.00000000	0.62621317	0.89316275
0.27500000	1.00000000	0.62621317	0.89316275
