13
0.00000000	0.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.00500000	0.00500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.01000000	0.01000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.01500000	0.01500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.02000000	0.02000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.02500000	0.02500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.03000000	0.03000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.03500000	0.03500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.04000000	0.04000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.04500000	0.04500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.05000000	0.05000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.05500000	0.05500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.06000000	0.06000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.06500000	0.06500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.07000000	0.07000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.07500000	0.07500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.08000000	0.08000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.08500000	0.08500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.09000000	0.09000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.09500000	0.09500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.10000000	0.10000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.10500000	0.10500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.11000000	0.11000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.11500000	0.11500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.12000000	0.12000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.12500000	0.12500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.13000000	0.13000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.13500000	0.13500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.14000000	0.14000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.14500000	0.14500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.15000000	0.15000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.15500000	0.15500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.16000000	0.16000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.16500000	0.16500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.17000000	0.17000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.17500000	0.17500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.18000000	0.18000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.18500000	0.18500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.19000000	0.19000000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
0.19500000	0.19500000	1.00000000	1.00000000	1.00000000	1.00000000	0.31168991	0.26051952	0.19772797	0.06220241	0.98646863	0.96890508	0.98442415	1.01319883
